codigo_ocorrencia2,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
48772,PTRXY,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1985.0,PARTICULAR,MARCELO PIRES HALZHAUSEN,FRANK MILOYE MILENKOVICH,POUSO,SUBSTANCIAL,0
48791,PTNIK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1976.0,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,FAZENDA SANTO AMBRÓSIO,DECOLAGEM,SUBSTANCIAL,0
48793,PUMIM,ULTRALEVE,***,FOX II,ULAC,PISTÃO,MONOMOTOR,360,1988.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,SUBSTANCIAL,0
48795,PRAPH,AVIÃO,PIPER AIRCRAFT,PA-32-300,PA32,PISTÃO,MONOMOTOR,1542,1979.0,TÁXI AÉREO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,FAZENDA SANTO AMBRÓSIO,VOO A BAIXA ALTURA,SUBSTANCIAL,0
48796,PTMMX,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,1978.0,PARTICULAR,FORA DE AERODROMO,EIRUNEPÉ,DECOLAGEM,SUBSTANCIAL,1
48797,PTSUL,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,2012.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,DESTRUÍDA,0
48799,PTISH,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1905,1973.0,PARTICULAR,FLORES,BORBA,POUSO,LEVE,0
48800,PTOQZ,AVIÃO,LAVIASA,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1992.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
48801,PUMIM,ULTRALEVE,***,FOX II,ULAC,PISTÃO,MONOMOTOR,360,1988.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,SUBSTANCIAL,0
48803,PPGOB,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1993.0,INSTRUÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
48804,PTORI,AVIÃO,MOONEY AIRCRAFT,M20M,M20T,PISTÃO,MONOMOTOR,1453,1991.0,PARTICULAR,SANTO ÂNGELO,CENTENO,CRUZEIRO,NENHUM,0
48812,PTVUB,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2011.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
48813,PRGEA,AVIÃO,BOEING COMPANY,737-7EH,B737,JATO,BIMOTOR,70080,2009.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,NENHUM,0
48816,PRGUG,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79015,2011.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
48832,PRAXJ,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2012.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
48833,PRAXA,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2011.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
48837,PROMH,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,EC55,TURBOEIXO,BIMOTOR,4920,2009.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
48848,PROED,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,2002.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
48850,PRAYH,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
48852,PRGUU,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,2012.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
48871,PRBVO,AVIÃO,CESSNA AIRCRAFT,550 BRAVO,C550,JATO,BIMOTOR,6713,2005.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,NENHUM,0
48876,PPPLE,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,1978.0,PARTICULAR,CORONEL AVIADOR CARLOS ORLEANS GUIMARÃES,TRÊS LAGOAS,POUSO,SUBSTANCIAL,0
48878,PPJGO,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,1981.0,PARTICULAR,ESTADUAL DARIO GUARITA,FORA DE AERODROMO,ARREMETIDA NO SOLO,SUBSTANCIAL,0
48879,PPFPO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1979.0,INSTRUÇÃO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
48881,PRWIL,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,1361,2006.0,PARTICULAR,BAURU,RESENDE,POUSO,SUBSTANCIAL,0
48883,PRBAP,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,1979.0,TÁXI AÉREO,AGROPECUÁRIA TRATEX,ESTÂNCIA RECANTO,POUSO,SUBSTANCIAL,0
48884,N309QS,AVIÃO,EMBRAER,EMB-505,E55P,JATO,BIMOTOR,8150,2013.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,LEVE,0
48893,PPZED,AVIÃO,LUCIANO LOBAO,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1220,2009.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
48894,PTNYA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1980.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
48895,PRAYC,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2008.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
48896,PTIZS,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,975,1973.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,LEVE,0
48897,PTOLJ,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,1980.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
48898,PRAYM,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
48899,PPFKY,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1990.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
48912,PUZZZ,ULTRALEVE,ULTRALEGER,MISTRAL,ULAC,PISTÃO,MONOMOTOR,395,1995.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
48915,PRIOB,AVIÃO,BOEING COMPANY,727-264,B722,JATO,TRIMOTOR,88360,1982.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,LEVE,0
49053,PRDCM,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,2010.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
49113,PRRGM,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,2009.0,PARTICULAR,CARLOS PRATES,HELICENTRO BH,DECOLAGEM,NENHUM,0
49115,PTWQK,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1996,1979.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
49116,PROKK,AVIÃO,RAYTHEON AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,1975.0,PARTICULAR,EDUARDO GOMES,PRAINHA,DECOLAGEM,DESTRUÍDA,6
49117,PTITQ,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1202,1973.0,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,SUBSTANCIAL,0
49118,PTPPJ,AVIÃO,GIPPSLAND,GA200C,GA20,PISTÃO,MONOMOTOR,1315,1999.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
49119,PTWQV,AVIÃO,AIR TRACTOR,AT-402A,AT3T,TURBOÉLICE,MONOMOTOR,3175,1999.0,AGRÍCOLA,TANGARÁ DA SERRA,COMANDANTE GASTÃO,DECOLAGEM,SUBSTANCIAL,0
49120,PRKEX,AVIÃO,HAWKER BEECHCRAFT,G36,BE36,PISTÃO,MONOMOTOR,1656,2006.0,PARTICULAR,FORA DE AERODROMO,PRESIDENTE PRUDENTE,INDETERMINADA,DESTRUÍDA,2
49121,PPGLJ,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,844,1992.0,PARTICULAR,FORMOSA,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
49122,PTOCO,AVIÃO,PIPER AIRCRAFT,PA-28R-201,P28R,PISTÃO,MONOMOTOR,1247,1990.0,INSTRUÇÃO,AEROCLUBE DE ELDORADO DO SUL,PELOTAS,POUSO,SUBSTANCIAL,0
49123,PTFLF,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,1977.0,INSTRUÇÃO,BACACHERI,BLUMENAU,DECOLAGEM,SUBSTANCIAL,0
49124,PTKMV,AVIÃO,PIPER AIRCRAFT,PA-28-235,P28B,PISTÃO,MONOMOTOR,1315,1975.0,PARTICULAR,14 BIS,BAURU,CORRIDA APÓS POUSO,SUBSTANCIAL,0
49125,PTHCH,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1970.0,PARTICULAR,FORA DE AERODROMO,PROFESSOR ERIBERTO MANOEL REINO,CRUZEIRO,SUBSTANCIAL,0
49152,PTDPU,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,975,1970.0,INSTRUÇÃO,ITAPERUNA,FRANCISCO DE ASSIS,POUSO,SUBSTANCIAL,0
49154,PRXXX1,AVIÃO,CESSNA AIRCRAFT,210,***,PISTÃO,MONOMOTOR,1720,0.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
49155,PUFCN,ULTRALEVE,TECNAM CONSTRUZIONI AERONAUTICHE,P 2002 SIERRA,ULAC,PISTÃO,MONOMOTOR,600,2006.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
49156,PPFGQ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1988.0,INSTRUÇÃO,BACACHERI,BACACHERI,ARREMETIDA NO SOLO,SUBSTANCIAL,0
49157,PPGUR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,1960.0,INSTRUÇÃO,ERECHIM,ERECHIM,TÁXI,SUBSTANCIAL,0
49158,PPPTU,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,2010.0,REGULAR,ZUMBI DOS PALMARES,DEPUTADO LUÍS EDUARDO MAGALHÃES,CRUZEIRO,NENHUM,0
49171,PRHFC,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 N,AS55,TURBOEIXO,BIMOTOR,2600,2002.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,NENHUM,0
49171,PTYZD,HELICÓPTERO,BELL HELICOPTER,407,B407,TURBOEIXO,MONOMOTOR,2268,1999.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,NENHUM,0
49192,PRONC,AVIÃO,AIRBUS INDUSTRIE,A318-122,A318,JATO,BIMOTOR,68000,2008.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,NENHUM,0
49194,PRMIL,HELICÓPTERO,SCHWEIZER,269C-1,H269,PISTÃO,MONOMOTOR,794,2007.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
49233,PTLKG,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,1982.0,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,FAZENDA SANTA ILÍDIA,DECOLAGEM,DESTRUÍDA,4
49237,PTRHI,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1980.0,PARTICULAR,FAZENDA NOVA CONCEIÇÃO,AERODROMO DE PARAGOMINAS,CIRCUITO DE TRÁFEGO,DESTRUÍDA,1
49252,PTCHW,AVIÃO,MOONEY AIRCRAFT,M20B,M20P,PISTÃO,MONOMOTOR,1111,1962.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
49254,PUTEG,ULTRALEVE,***,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,2009.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49255,PPMBL,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,S76,TURBOEIXO,BIMOTOR,4763,1981.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
49258,PRMAC,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,2001.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49261,PRMAU,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,1997.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,LEVE,0
49262,PTOQT,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,1992.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49263,PRLLC,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,1978.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,RETA FINAL,NENHUM,0
49264,PTJRR,AVIÃO,CESSNA AIRCRAFT,402B,C402,PISTÃO,BIMOTOR,2858,1973.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49265,PRLCE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,2004.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49267,PROMF,HELICÓPTERO,AGUSTA,AB139,A139,TURBOEIXO,BIMOTOR,6800,2006.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,LEVE,0
49269,PRHEL,HELICÓPTERO,SCHWEIZER,269C-1,H269,PISTÃO,MONOMOTOR,794,2007.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,NENHUM,0
49271,PTWMF,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,1995.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
49272,PTMTT,AVIÃO,BOEING COMPANY,727-243,B722,JATO,TRIMOTOR,88360,1981.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
49274,PPPJV,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,JATO,BIMOTOR,50300,2012.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49276,PTVBA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1986.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49278,PPZRS,AVIÃO,***,CHRISTEN EAGLE,ZZZZ,PISTÃO,MONOMOTOR,725,1989.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49279,PRAZD,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,2009.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
49280,PPPTU,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49281,PPPJC,AVIÃO,EMBRAER,ERJ 170-200 LR,E170,JATO,BIMOTOR,38790,2009.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49282,PRTTK,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,1996.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
49283,PPPJL,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,JATO,BIMOTOR,50300,2008.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
49284,PPPTY,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49285,PPPJB,AVIÃO,EMBRAER,ERJ 170-200 LR,E170,JATO,BIMOTOR,38790,2009.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49286,PRAXG,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,2012.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
49288,PTJCC,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1973.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49289,PTNXS,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1980.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
49290,PRLCA,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,2003.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49291,PRCHG,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,2007.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
49292,PROKK,AVIÃO,RAYTHEON AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,1975.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,NENHUM,0
49294,PRSDJ,AVIÃO,BOEING COMPANY,737-4Y0,B734,JATO,BIMOTOR,68038,1991.0,NÃO REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
49295,PPGBK,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1991.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,NENHUM,0
49451,PPKBP,AVIÃO,XAVANTE,A-122-B,A122,PISTÃO,MONOMOTOR,840,1978.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
49454,PRIVE,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,EC20,TURBOEIXO,MONOMOTOR,1715,2007.0,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,DESCIDA,SUBSTANCIAL,0
49472,PRDUH,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,2011.0,PARTICULAR,COSTA ESMERALDA,COSTA ESMERALDA,DECOLAGEM,SUBSTANCIAL,0
49473,PTGSQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1978.0,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,PARACATU,CRUZEIRO,SUBSTANCIAL,0
49474,PTMVL,AVIÃO,AIRBUS INDUSTRIE,A330-203,A332,JATO,BIMOTOR,233000,2005.0,REGULAR,ADOLFO SUÁREZ MADRID–BARAJAS AIRPORT,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,LEVE,0
49475,PPGMA,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1992.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
49476,ZPBCH,AVIÃO,CESSNA AIRCRAFT,210M,C210,PISTÃO,MONOMOTOR,1724,1976.0,***,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
49478,PUJJG,ULTRALEVE,***,AGUIA JA,ULAC,PISTÃO,MONOMOTOR,550,0.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CHEQUE DE MOTOR OU ROTOR,SUBSTANCIAL,0
49479,PUFFF,ULTRALEVE,***,PELICAN 500BR,ULAC,PISTÃO,MONOMOTOR,600,2005.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
49493,PPJLS,AVIÃO,HAWKER BEECHCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,2007.0,PARTICULAR,LEITE LOPES,SÃO JOAQUIM DA BARRA,POUSO,SUBSTANCIAL,0
49494,PPGVQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,1961.0,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,CORRIDA APÓS POUSO,SUBSTANCIAL,0
49511,PTYSM,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,S76,TURBOEIXO,BIMOTOR,4763,1981.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,SUBSTANCIAL,0
49513,PTCQR,AVIÃO,CESSNA AIRCRAFT,172G,C172,PISTÃO,MONOMOTOR,1043,1966.0,PARTICULAR,CURRAIS NOVOS,AEROCLUBE DE JOÃO PESSOA,CRUZEIRO,NENHUM,0
49514,PRMAS,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,2005.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
49515,PPPTZ,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,LEVE,0
49516,PTVKO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1989.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
49517,PRERR,AVIÃO,LEARJET,55C,LJ55,JATO,BIMOTOR,9526,1989.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
49518,PTNZD,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1980.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,NENHUM,0
49519,PTMVC,AVIÃO,AIRBUS INDUSTRIE,A330-223,A332,JATO,BIMOTOR,230000,1998.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
49520,PRJFA,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,758,1978.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49521,PTVDL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1986.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
49522,PPJJB,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,2011.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
49523,PROMB,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,EC55,TURBOEIXO,BIMOTOR,4920,2010.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
49524,PTIQD,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,1973.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,NENHUM,0
49525,PRCFJ,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,2006.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
